Id,Age,Job,Marital,Education,Default,Balance,HHInsurance,CarLoan,Communication,LastContactDay,LastContactMonth,NoOfContacts,DaysPassed,PrevAttempts,Outcome,CallStart,CallEnd,Time of Connect,CarInsurance
2505,30,unemployed,single,secondary,0,79,0,1,cellular,5,feb,2,196,1,failure,9.12.48 AM,9.21.36,0.08.48,0
2506,29,unemployed,single,tertiary,0,70,0,0,cellular,25,may,1,-1,0,,12.30.12 PM,12.36.45,0.06.33,1
2507,40,unemployed,married,secondary,0,219,1,0,cellular,17,nov,2,196,1,failure,9.58.16 AM,10.01.40,0.03.24,0
2508,65,retired,married,primary,0,3629,0,0,cellular,27,apr,1,-1,0,,5.00.33 AM,5.03.01,0.02.28,1
2509,46,manullgement,married,tertiary,0,0,0,0,cellular,27,aug,2,-1,0,,11.38.55 AM,11.40.56,0.02.01,0
2510,31,blue-collar,married,secondary,0,3311,1,0,,20,may,1,-1,0,,5.55.09 AM,6.07.08,0.11.59,1
2511,33,blue-collar,married,secondary,0,43,1,0,cellular,14,may,2,358,2,failure,12.43.08 PM,12.48.40,0.05.32,0
2512,47,manullgement,married,,0,4189,1,0,cellular,19,nov,3,-1,0,,12.44.28 PM,12.52.37,0.08.09,1
2513,45,blue-collar,married,primary,0,1291,1,0,cellular,28,aug,17,-1,0,,9.52.21 AM,9.55.30,0.03.09,0
2514,35,manullgement,single,tertiary,0,643,1,0,,23,may,1,-1,0,,2.15.27 AM,2.20.49,0.05.22,0
2515,41,housemaid,married,secondary,0,879,0,0,,5,jun,2,-1,0,,5.20.17 AM,5.37.50,0.17.33,1
2516,28,admin.,single,,0,24,1,0,cellular,18,jul,2,-1,0,,2.17.49 AM,2.24.44,0.06.55,1
2518,36,technician,married,tertiary,0,202,0,0,cellular,29,jan,1,120,3,failure,11.46.43 AM,11.51.56,0.05.13,1
2519,49,manullgement,divorced,tertiary,0,351,1,0,cellular,21,jul,2,-1,0,,4.19.21 AM,4.25.17,0.05.56,0
2520,43,blue-collar,married,secondary,1,-7,0,0,,8,may,1,-1,0,,1.19.05 AM,1.20.15,0.01.10,0
2521,36,admin.,single,tertiary,0,5007,1,0,cellular,8,oct,3,331,4,failure,3.47.50 AM,3.50.05,0.02.15,0
2522,29,self-employed,single,tertiary,0,814,0,0,,13,aug,1,-1,0,,5.39.10 AM,5.46.51,0.07.41,1
2523,56,unemployed,married,secondary,0,12,0,0,cellular,12,oct,3,187,1,failure,4.18.47 AM,4.27.18,0.08.31,1
2524,55,technician,married,secondary,0,0,0,0,cellular,19,nov,1,-1,0,,10.23.49 AM,10.29.25,0.05.36,0
2525,83,retired,married,secondary,0,0,0,0,cellular,18,mar,10,-1,0,,1.06.54 AM,1.09.14,0.02.20,0
2526,34,manullgement,single,tertiary,0,681,0,0,cellular,6,aug,2,-1,0,,10.00.14 AM,10.10.51,0.10.37,1
2527,29,admin.,married,secondary,0,7707,1,0,cellular,29,apr,2,334,2,failure,1.32.15 AM,1.48.16,0.16.01,1
2528,43,technician,divorced,secondary,0,353,1,0,,23,may,1,-1,0,,1.26.23 AM,1.28.56,0.02.33,0
2529,27,entrepreneur,married,secondary,0,2329,0,0,telephone,27,oct,1,-1,0,,10.02.27 AM,10.04.38,0.02.11,1
2530,68,retired,divorced,secondary,0,4189,0,0,telephone,14,jul,2,-1,0,,12.27.49 PM,12.42.46,0.14.57,1
2531,31,self-employed,single,tertiary,0,17924,1,0,cellular,14,may,1,174,3,failure,3.54.42 AM,4.07.07,0.12.25,1
2532,33,technician,single,tertiary,0,258,0,0,cellular,12,mar,4,-1,0,,12.50.16 PM,12.51.36,0.01.20,1
2533,51,blue-collar,married,secondary,0,4787,1,0,cellular,7,apr,1,-1,0,,10.07.13 AM,10.22.08,0.14.55,1
2534,76,retired,divorced,primary,0,2693,0,0,cellular,23,apr,5,184,2,success,9.35.31 AM,9.37.20,0.01.49,0
2535,35,blue-collar,married,secondary,0,0,1,1,cellular,20,apr,3,-1,0,,3.20.11 AM,3.22.14,0.02.03,0
2536,36,services,single,secondary,0,1482,1,0,cellular,18,nov,2,174,1,other,10.47.07 AM,10.50.04,0.02.57,0
2537,32,blue-collar,married,secondary,0,356,1,0,cellular,8,may,3,-1,0,,12.25.25 PM,12.32.56,0.07.31,0
2539,30,blue-collar,single,secondary,0,327,1,0,telephone,18,may,2,-1,0,,9.24.34 AM,9.24.55,0.00.21,0
2540,58,housemaid,divorced,primary,0,3858,0,0,telephone,29,jul,6,-1,0,,10.36.45 AM,10.37.38,0.00.53,0
2541,29,admin.,married,secondary,0,943,1,0,,4,jun,1,-1,0,,11.37.53 AM,11.43.48,0.05.55,0
2542,26,services,single,secondary,0,1347,0,0,telephone,18,jun,6,92,5,other,5.06.49 AM,5.11.29,0.04.40,1
2543,51,manullgement,married,tertiary,0,7631,0,0,cellular,20,aug,8,-1,0,,3.04.42 AM,3.19.38,0.14.56,0
2544,50,admin.,married,primary,0,82,0,0,cellular,22,aug,4,-1,0,,1.40.43 AM,1.42.24,0.01.41,0
2545,26,student,single,secondary,0,100,0,0,cellular,26,may,1,-1,0,,11.19.19 AM,11.26.44,0.07.25,1
2546,31,services,single,tertiary,0,1025,0,0,,20,may,3,-1,0,,9.06.36 AM,9.07.48,0.01.12,0
2547,31,admin.,single,tertiary,0,2004,0,0,cellular,19,nov,1,-1,0,,3.57.07 AM,3.59.04,0.01.57,0
2548,27,admin.,single,secondary,0,557,1,0,cellular,13,may,2,-1,0,,4.35.31 AM,4.43.17,0.07.46,0
2549,59,technician,married,secondary,0,2528,0,1,,19,jun,1,-1,0,,10.26.58 AM,10.30.34,0.03.36,0
2550,34,admin.,divorced,secondary,0,479,1,0,cellular,12,may,1,350,5,failure,5.42.20 AM,5.50.55,0.08.35,1
2551,34,technician,married,tertiary,0,5060,1,0,cellular,21,aug,21,-1,0,,1.13.30 AM,1.13.42,0.00.12,0
2552,39,blue-collar,married,primary,0,867,1,0,,7,may,1,-1,0,,1.50.07 AM,1.58.08,0.08.01,0
2553,34,blue-collar,married,primary,0,147,1,0,,2,jun,3,-1,0,,9.26.03 AM,9.27.23,0.01.20,0
2554,34,technician,married,secondary,0,51,1,0,,5,may,2,-1,0,,1.40.29 AM,1.40.48,0.00.19,0
2555,32,manullgement,married,tertiary,0,3154,0,0,cellular,20,apr,2,150,2,failure,11.19.15 AM,11.20.51,0.01.36,0
2556,30,manullgement,single,tertiary,0,3289,0,0,cellular,2,jun,1,-1,0,,11.47.46 AM,11.49.37,0.01.51,0
2557,54,admin.,divorced,secondary,0,1872,0,0,cellular,13,feb,5,-1,0,,10.44.55 AM,10.52.14,0.07.19,1
2558,36,technician,single,secondary,1,-487,1,0,cellular,17,apr,1,-1,0,,11.01.27 AM,11.19.27,0.18.00,1
2559,33,manullgement,single,tertiary,0,224,0,0,cellular,23,jun,2,107,2,success,11.32.38 AM,11.38.20,0.05.42,1
2560,55,blue-collar,married,primary,0,82,1,0,,8,may,2,-1,0,,4.14.02 AM,4.18.54,0.04.52,0
2561,30,blue-collar,single,secondary,1,447,0,0,,14,may,6,-1,0,,12.35.33 PM,12.37.16,0.01.43,0
2562,53,blue-collar,divorced,primary,0,4401,0,0,telephone,11,aug,1,-1,0,,2.28.46 AM,2.33.00,0.04.14,1
2563,45,blue-collar,married,primary,1,-443,1,1,cellular,20,apr,1,-1,0,,2.34.35 AM,2.46.06,0.11.31,1
2564,35,manullgement,married,secondary,0,724,1,0,cellular,14,jul,2,415,1,failure,3.07.33 AM,3.12.20,0.04.47,1
2565,28,technician,single,secondary,0,154,1,0,cellular,18,feb,2,-1,0,,11.25.08 AM,11.32.04,0.06.56,1
2566,59,retired,married,primary,0,1245,0,0,,18,jun,2,-1,0,,12.26.52 PM,12.30.17,0.03.25,0
2567,48,manullgement,married,primary,0,5348,0,0,,18,jun,1,-1,0,,3.48.27 AM,3.50.12,0.01.45,0
2568,46,manullgement,married,secondary,0,5559,0,0,,17,jun,1,-1,0,,2.29.12 AM,2.37.15,0.08.03,0
2569,41,services,divorced,secondary,0,0,0,0,cellular,14,jul,3,-1,0,,10.38.39 AM,10.40.12,0.01.33,0
2570,48,admin.,divorced,secondary,0,362,0,0,cellular,13,aug,1,-1,0,,11.49.31 AM,11.58.20,0.08.49,1
2571,92,retired,married,,0,775,0,0,cellular,22,oct,3,-1,0,,3.05.17 AM,3.10.30,0.05.13,1
2572,60,manullgement,married,tertiary,0,371,0,1,cellular,11,aug,8,-1,0,,11.55.00 AM,11.56.42,0.01.42,0
2573,39,blue-collar,married,secondary,0,261,0,0,cellular,4,may,4,-1,0,,11.42.46 AM,11.56.47,0.14.01,1
2574,46,blue-collar,married,secondary,0,1568,1,0,cellular,2,jun,1,55,6,other,10.26.22 AM,10.31.32,0.05.10,1
2575,42,blue-collar,divorced,secondary,0,1261,1,1,cellular,10,jul,1,-1,0,,5.44.20 AM,5.48.52,0.04.32,0
2576,28,manullgement,single,tertiary,0,187,0,0,cellular,10,sep,1,93,2,success,11.50.43 AM,11.54.58,0.04.15,1
2577,31,technician,married,tertiary,0,3382,0,0,cellular,30,apr,1,-1,0,,1.13.43 AM,1.26.02,0.12.19,1
2578,29,admin.,single,secondary,0,382,1,0,,12,may,1,-1,0,,3.21.33 AM,3.29.13,0.07.40,0
2579,34,student,single,tertiary,0,3404,1,0,cellular,8,apr,1,139,5,failure,3.52.02 AM,3.59.02,0.07.00,0
2580,58,retired,married,primary,0,565,0,0,telephone,8,oct,1,93,1,success,3.27.52 AM,3.30.25,0.02.33,1
2581,50,blue-collar,married,secondary,0,9585,1,0,telephone,31,jul,6,-1,0,,4.11.44 AM,4.14.46,0.03.02,0
2582,34,technician,single,tertiary,0,9851,1,0,cellular,20,nov,5,-1,0,,1.03.22 AM,1.05.30,0.02.08,0
2583,37,blue-collar,single,secondary,0,847,0,0,,20,jun,1,-1,0,,11.46.39 AM,11.47.33,0.00.54,0
2584,40,unemployed,single,tertiary,0,7968,0,0,cellular,2,jun,1,-1,0,,5.11.48 AM,5.21.44,0.09.56,1
2585,39,blue-collar,married,primary,0,830,1,0,,8,may,2,-1,0,,3.27.17 AM,3.31.23,0.04.06,0
2586,31,technician,single,secondary,0,691,1,0,cellular,8,may,1,-1,0,,5.36.10 AM,5.39.28,0.03.18,0
2587,33,housemaid,married,tertiary,0,10,1,0,cellular,20,apr,1,322,2,failure,10.42.30 AM,10.44.39,0.02.09,0
2588,46,admin.,single,secondary,0,533,0,0,cellular,22,may,1,-1,0,,11.21.04 AM,11.22.15,0.01.11,0
2589,43,self-employed,married,secondary,0,14144,1,0,cellular,21,nov,1,-1,0,,4.50.49 AM,4.59.13,0.08.24,1
2590,59,retired,married,primary,0,0,0,0,,16,jun,1,-1,0,,9.01.54 AM,9.02.33,0.00.39,0
2591,41,blue-collar,married,primary,0,2453,1,0,,15,may,1,-1,0,,4.15.40 AM,4.33.12,0.17.32,1
2592,60,housemaid,married,secondary,0,5,0,0,cellular,14,aug,5,-1,0,,1.37.56 AM,1.45.09,0.07.13,0
2593,45,manullgement,married,tertiary,0,1363,1,0,,15,may,5,-1,0,,1.19.36 AM,1.30.33,0.10.57,0
2594,55,retired,married,primary,0,628,0,1,cellular,6,aug,2,-1,0,,2.51.22 AM,2.53.25,0.02.03,0
2595,30,technician,married,secondary,0,455,1,0,cellular,21,nov,1,-1,0,,12.22.22 PM,12.35.00,0.12.38,1
2596,47,housemaid,divorced,primary,0,617,0,0,telephone,29,jul,7,-1,0,,9.04.46 AM,9.06.45,0.01.59,0
2597,32,admin.,single,tertiary,0,8866,0,0,cellular,18,mar,2,-1,0,,9.38.17 AM,9.42.55,0.04.38,1
2598,42,blue-collar,married,secondary,0,179,1,0,cellular,17,nov,1,-1,0,,2.43.38 AM,2.45.14,0.01.36,0
2599,58,retired,married,primary,0,0,1,0,,16,jun,4,-1,0,,2.35.15 AM,2.38.39,0.03.24,0
2600,61,self-employed,divorced,tertiary,0,6,1,0,cellular,13,oct,1,182,2,success,12.46.32 PM,12.50.02,0.03.30,1
2601,34,admin.,married,tertiary,0,882,0,0,cellular,13,aug,1,113,5,success,4.05.54 AM,4.08.09,0.02.15,0
2602,33,manullgement,single,secondary,0,-85,1,0,cellular,18,jul,1,-1,0,,5.15.58 AM,5.17.34,0.01.36,0
2603,30,technician,single,tertiary,0,0,0,0,cellular,22,aug,2,-1,0,,10.19.41 AM,10.21.42,0.02.01,0
2604,44,blue-collar,single,,0,4330,0,0,,18,jun,9,-1,0,,1.32.58 AM,1.33.14,0.00.16,0
2605,28,services,single,secondary,0,1736,1,0,,29,may,3,-1,0,,3.42.33 AM,3.44.52,0.02.19,0
2606,44,blue-collar,divorced,primary,0,75,1,0,cellular,16,apr,1,281,1,failure,10.47.32 AM,10.57.46,0.10.14,0
2607,33,blue-collar,married,secondary,0,88,1,0,,9,may,2,-1,0,,3.55.44 AM,3.56.41,0.00.57,0
2608,46,blue-collar,married,secondary,0,922,0,1,cellular,14,jul,2,-1,0,,2.29.32 AM,2.32.03,0.02.31,0
2609,29,services,married,secondary,0,1135,1,0,cellular,17,feb,1,-1,0,,5.41.21 AM,5.46.44,0.05.23,1
2610,35,unemployed,married,secondary,0,977,1,0,cellular,4,may,4,91,1,other,4.13.50 AM,4.14.42,0.00.52,0
2611,25,technician,single,secondary,0,139,0,1,cellular,12,oct,1,-1,0,,10.50.06 AM,10.52.24,0.02.18,1
2612,35,blue-collar,single,secondary,0,-257,1,0,,30,may,7,-1,0,,3.17.38 AM,3.22.50,0.05.12,0
2613,47,services,married,tertiary,0,871,0,0,cellular,22,aug,9,-1,0,,2.51.05 AM,3.01.07,0.10.02,0
2614,30,manullgement,married,tertiary,0,419,1,0,cellular,4,jun,1,-1,0,,4.20.26 AM,4.23.40,0.03.14,1
2615,29,manullgement,single,tertiary,0,9407,0,0,cellular,4,may,6,-1,0,,9.08.21 AM,9.12.48,0.04.27,1
2616,45,technician,married,secondary,0,1,1,0,cellular,17,nov,1,-1,0,,11.02.44 AM,11.09.57,0.07.13,0
2617,35,services,married,tertiary,0,4564,0,0,cellular,18,aug,6,-1,0,,1.55.43 AM,1.56.28,0.00.45,0
2618,45,blue-collar,divorced,primary,0,104,1,0,,16,may,4,-1,0,,2.49.07 AM,2.52.33,0.03.26,0
2619,33,technician,single,secondary,0,1429,1,0,cellular,31,aug,8,-1,0,,3.49.09 AM,3.53.37,0.04.28,1
2620,43,unemployed,single,primary,0,698,1,0,,14,may,1,-1,0,,12.08.01 PM,12.13.23,0.05.22,0
2621,43,admin.,married,secondary,0,429,1,0,,27,may,4,-1,0,,5.05.42 AM,5.09.24,0.03.42,0
2622,56,retired,married,secondary,1,101,0,1,,19,jun,1,-1,0,,2.20.04 AM,2.25.34,0.05.30,0
2623,47,technician,divorced,secondary,0,165,0,0,,18,jun,3,-1,0,,10.10.34 AM,10.12.13,0.01.39,0
2624,32,manullgement,married,secondary,0,0,0,0,cellular,20,aug,4,-1,0,,12.25.04 PM,12.27.46,0.02.42,0
2625,35,technician,married,secondary,0,2355,1,0,cellular,9,jul,1,-1,0,,3.21.33 AM,3.30.08,0.08.35,0
2626,39,self-employed,divorced,secondary,0,0,1,0,,23,may,2,-1,0,,4.22.17 AM,4.25.47,0.03.30,0
2627,57,retired,married,secondary,0,1230,0,0,cellular,22,feb,1,-1,0,,1.21.44 AM,1.25.04,0.03.20,0
2628,53,entrepreneur,married,,0,28,0,0,cellular,31,jul,2,-1,0,,3.05.41 AM,3.07.38,0.01.57,0
2629,36,unemployed,married,primary,0,2347,1,0,cellular,21,nov,3,-1,0,,2.54.01 AM,2.54.06,0.00.05,0
2631,43,manullgement,divorced,tertiary,0,187,0,0,cellular,5,aug,1,-1,0,,4.45.12 AM,4.48.07,0.02.55,0
2632,45,blue-collar,single,secondary,0,0,0,0,cellular,5,aug,2,472,1,success,5.33.37 AM,5.39.51,0.06.14,1
2633,40,blue-collar,married,secondary,0,498,1,0,cellular,8,may,2,298,4,failure,1.42.22 AM,1.43.17,0.00.55,0
2634,50,manullgement,married,tertiary,0,253,0,0,cellular,28,may,9,-1,0,,1.32.27 AM,1.41.00,0.08.33,1
2635,52,services,married,primary,0,14,0,1,cellular,28,jul,5,-1,0,,5.35.13 AM,5.36.08,0.00.55,0
2636,41,self-employed,married,tertiary,0,231,0,0,cellular,7,aug,2,-1,0,,9.19.22 AM,9.25.14,0.05.52,1
2637,40,blue-collar,married,secondary,0,1161,1,1,,16,may,8,-1,0,,10.53.24 AM,10.58.16,0.04.52,0
2638,42,admin.,single,secondary,0,-247,1,1,telephone,21,oct,1,166,1,other,12.04.23 PM,12.13.02,0.08.39,1
2639,32,technician,single,tertiary,0,705,1,0,cellular,20,apr,4,-1,0,,5.10.50 AM,5.11.10,0.00.20,0
2640,48,blue-collar,married,,0,2201,1,0,,29,may,2,-1,0,,2.37.22 AM,2.43.26,0.06.04,0
2641,30,technician,married,secondary,0,-206,1,1,cellular,15,may,1,-1,0,,4.50.03 AM,4.52.16,0.02.13,0
2642,50,blue-collar,married,,0,1389,1,0,,19,jun,3,-1,0,,4.48.17 AM,4.50.59,0.02.42,0
2643,56,blue-collar,divorced,primary,0,-9,1,1,cellular,8,may,1,-1,0,,9.28.10 AM,9.40.18,0.12.08,1
2644,52,services,married,secondary,0,992,1,0,cellular,27,oct,1,515,1,failure,12.06.58 PM,12.14.02,0.07.04,1
2645,34,blue-collar,married,secondary,0,640,1,0,cellular,29,apr,2,-1,0,,12.19.22 PM,12.29.58,0.10.36,1
2646,32,manullgement,married,tertiary,0,169,0,0,telephone,14,aug,2,-1,0,,3.02.29 AM,3.14.07,0.11.38,1
2647,33,blue-collar,single,primary,0,863,1,0,telephone,13,may,3,-1,0,,10.00.56 AM,10.11.18,0.10.22,1
2648,32,blue-collar,single,secondary,0,706,1,0,,20,may,1,-1,0,,2.31.11 AM,2.33.43,0.02.32,0
2649,35,manullgement,married,tertiary,0,775,0,0,,27,jul,1,-1,0,,4.36.55 AM,4.37.04,0.00.09,0
2650,31,manullgement,married,tertiary,0,0,1,1,cellular,28,jul,8,-1,0,,2.10.58 AM,2.22.02,0.11.04,1
2651,33,admin.,single,secondary,0,3160,0,0,,18,jun,13,-1,0,,5.38.39 AM,5.50.38,0.11.59,0
2652,37,manullgement,married,tertiary,0,0,1,0,cellular,23,apr,5,153,7,failure,12.34.51 PM,12.38.53,0.04.02,1
2653,46,blue-collar,married,,0,9328,1,0,cellular,5,may,3,-1,0,,9.00.38 AM,9.12.43,0.12.05,1
2654,58,manullgement,divorced,tertiary,0,5701,0,0,cellular,2,feb,1,-1,0,,3.36.32 AM,3.45.13,0.08.41,1
2655,29,blue-collar,married,secondary,0,-475,1,0,,3,jun,2,-1,0,,5.52.12 AM,6.01.10,0.08.58,0
2656,46,,single,primary,0,10,0,0,,18,jun,6,-1,0,,5.21.19 AM,5.22.23,0.01.04,0
2657,33,housemaid,single,tertiary,0,1107,1,0,cellular,18,mar,1,-1,0,,2.00.26 AM,2.03.47,0.03.21,1
2658,49,housemaid,married,primary,0,889,0,0,telephone,7,jul,1,-1,0,,10.06.19 AM,10.12.47,0.06.28,1
2659,47,blue-collar,married,primary,0,2466,1,0,,13,may,2,-1,0,,1.59.30 AM,2.01.52,0.02.22,0
2660,59,manullgement,single,secondary,0,671,1,1,,15,may,5,-1,0,,12.17.16 PM,12.19.53,0.02.37,0
2661,33,manullgement,single,tertiary,0,224,0,0,cellular,8,mar,2,-1,0,,9.43.59 AM,9.48.00,0.04.01,1
2662,39,admin.,married,secondary,0,563,1,0,cellular,4,may,3,-1,0,,3.01.02 AM,3.04.12,0.03.10,0
2663,32,manullgement,married,tertiary,0,1501,1,0,,23,may,6,-1,0,,1.57.47 AM,1.58.57,0.01.10,0
2664,55,manullgement,married,primary,0,113,0,0,cellular,12,aug,1,457,3,failure,11.27.57 AM,11.33.03,0.05.06,1
2665,52,technician,married,secondary,0,386,0,0,cellular,20,apr,1,-1,0,,11.27.48 AM,11.35.06,0.07.18,1
2666,34,admin.,married,secondary,0,48,1,0,cellular,7,may,2,287,3,other,4.42.56 AM,5.13.02,0.30.06,1
2667,25,technician,single,secondary,0,102,0,1,cellular,8,jul,2,-1,0,,4.35.07 AM,4.44.41,0.09.34,1
2668,43,blue-collar,married,secondary,0,2160,0,0,cellular,8,sep,1,98,1,success,2.16.01 AM,2.20.22,0.04.21,1
2669,45,self-employed,divorced,tertiary,0,963,1,0,cellular,12,may,5,-1,0,,9.46.55 AM,9.55.43,0.08.48,1
2670,34,housemaid,divorced,primary,0,46,1,0,telephone,11,jul,2,-1,0,,3.35.45 AM,3.36.16,0.00.31,0
2671,66,retired,married,secondary,0,2326,0,1,cellular,18,feb,1,181,1,success,10.19.26 AM,10.23.18,0.03.52,1
2672,44,manullgement,married,,0,282,0,0,cellular,6,oct,3,-1,0,,10.38.41 AM,10.43.37,0.04.56,1
2673,30,unemployed,single,secondary,0,2424,0,0,cellular,12,nov,1,279,1,failure,3.13.06 AM,3.14.56,0.01.50,1
2674,29,student,single,tertiary,0,5,0,0,cellular,15,jul,5,-1,0,,12.33.45 PM,12.48.34,0.14.49,1
2675,45,technician,married,secondary,0,0,1,1,telephone,2,feb,2,208,1,failure,1.10.36 AM,1.12.27,0.01.51,0
2676,60,manullgement,married,tertiary,0,1573,0,0,telephone,7,jul,15,-1,0,,10.33.55 AM,10.35.14,0.01.19,0
2677,63,retired,married,secondary,0,708,0,0,cellular,17,nov,2,-1,0,,12.26.02 PM,12.28.50,0.02.48,0
2678,37,admin.,married,secondary,0,10465,0,0,,17,jun,6,-1,0,,11.03.16 AM,11.05.40,0.02.24,0
2679,33,admin.,married,tertiary,0,882,0,0,cellular,22,apr,1,183,4,failure,10.18.25 AM,10.20.09,0.01.44,1
2680,48,manullgement,divorced,primary,0,432,1,0,,20,may,2,-1,0,,10.41.55 AM,10.44.27,0.02.32,0
2681,47,admin.,married,secondary,0,1808,0,1,cellular,17,jul,1,-1,0,,3.00.49 AM,3.02.54,0.02.05,0
2682,27,student,single,secondary,0,671,1,0,,7,may,2,-1,0,,11.22.14 AM,11.27.46,0.05.32,0
2683,27,admin.,married,secondary,0,132,1,0,,27,may,1,-1,0,,11.34.27 AM,11.34.48,0.00.21,0
2684,26,blue-collar,single,primary,0,3342,1,0,,4,jun,4,-1,0,,5.48.38 AM,5.54.07,0.05.29,0
2685,24,technician,single,secondary,0,409,1,0,,16,may,1,-1,0,,12.40.46 PM,12.55.58,0.15.12,1
2686,50,,married,,0,1533,0,0,cellular,4,aug,1,-1,0,,2.36.57 AM,2.39.34,0.02.37,0
2687,57,blue-collar,married,,0,97,1,0,,16,may,6,-1,0,,2.26.38 AM,2.30.58,0.04.20,0
2688,28,blue-collar,single,secondary,0,-127,1,0,cellular,4,jul,3,-1,0,,12.20.20 PM,12.37.44,0.17.24,1
2689,51,manullgement,single,tertiary,1,-55,1,0,cellular,11,may,2,266,6,failure,5.35.53 AM,5.40.34,0.04.41,0
2690,55,manullgement,divorced,tertiary,0,9756,1,0,cellular,5,jun,2,95,1,other,5.08.48 AM,5.10.31,0.01.43,1
2691,50,admin.,single,secondary,0,2252,0,0,cellular,30,apr,2,-1,0,,1.28.07 AM,1.38.59,0.10.52,1
2692,38,manullgement,single,secondary,0,53,0,0,,9,jun,1,-1,0,,5.46.20 AM,5.51.00,0.04.40,0
2693,25,blue-collar,divorced,secondary,0,720,1,0,,4,jun,1,-1,0,,10.12.09 AM,10.14.45,0.02.36,0
2694,28,housemaid,single,tertiary,0,731,1,0,cellular,6,feb,2,-1,0,,1.54.24 AM,1.56.39,0.02.15,0
2695,44,manullgement,divorced,tertiary,1,-26,0,0,cellular,22,aug,4,-1,0,,12.04.27 PM,12.05.59,0.01.32,0
2696,28,self-employed,married,secondary,0,-522,1,1,cellular,18,may,2,-1,0,,9.06.10 AM,9.16.48,0.10.38,1
2697,38,admin.,divorced,secondary,0,19,1,0,cellular,5,feb,3,251,2,success,10.23.22 AM,10.42.12,0.18.50,1
2698,34,technician,divorced,secondary,0,3997,1,0,,20,may,1,-1,0,,10.06.59 AM,10.12.19,0.05.20,0
2699,57,admin.,married,primary,0,389,0,0,cellular,9,jul,2,-1,0,,3.18.44 AM,3.20.32,0.01.48,0
2700,35,blue-collar,married,secondary,0,444,1,0,cellular,15,apr,3,-1,0,,4.11.21 AM,4.15.25,0.04.04,0
2701,58,retired,married,,0,937,0,0,cellular,5,aug,1,-1,0,,10.56.05 AM,10.58.40,0.02.35,0
2702,33,self-employed,single,tertiary,0,562,1,1,cellular,6,apr,1,363,1,failure,4.23.53 AM,4.27.09,0.03.16,1
2703,57,manullgement,divorced,secondary,0,3625,1,0,,14,may,3,-1,0,,12.07.15 PM,12.19.42,0.12.27,0
2704,43,admin.,divorced,secondary,0,3350,1,1,,29,may,1,-1,0,,11.09.31 AM,11.17.39,0.08.08,0
2705,34,manullgement,single,secondary,0,524,0,0,,13,aug,1,-1,0,,1.35.55 AM,1.36.04,0.00.09,0
2706,36,services,single,secondary,0,948,0,1,cellular,29,jan,2,-1,0,,9.28.28 AM,9.30.00,0.01.32,0
2707,58,manullgement,divorced,tertiary,0,50,1,0,,3,jun,4,-1,0,,11.20.57 AM,11.22.46,0.01.49,0
2708,34,services,married,secondary,0,-694,1,0,,26,may,1,-1,0,,5.15.58 AM,5.17.00,0.01.02,0
2709,46,manullgement,married,tertiary,0,0,0,0,cellular,26,may,1,-1,0,,1.03.52 AM,1.10.33,0.06.41,0
2710,40,blue-collar,married,primary,0,32,1,0,cellular,7,may,1,-1,0,,4.58.19 AM,5.00.01,0.01.42,0
2711,41,entrepreneur,married,secondary,0,2480,1,0,,11,jun,2,-1,0,,11.03.11 AM,11.09.45,0.06.34,0
2712,42,blue-collar,married,primary,0,480,1,0,,6,jun,12,-1,0,,4.16.05 AM,4.20.53,0.04.48,0
2713,30,blue-collar,married,secondary,0,-166,1,1,,13,may,5,-1,0,,2.16.13 AM,2.20.28,0.04.15,0
2714,32,blue-collar,single,primary,0,18,1,1,cellular,6,may,1,-1,0,,5.49.35 AM,5.54.40,0.05.05,0
2715,37,admin.,married,secondary,0,2061,1,1,cellular,22,jun,1,109,3,failure,5.37.56 AM,5.45.35,0.07.39,1
2716,32,blue-collar,single,secondary,0,2093,0,0,cellular,24,sep,2,444,1,failure,4.17.33 AM,4.21.17,0.03.44,1
2717,26,admin.,single,secondary,0,581,1,1,,4,jun,3,-1,0,,12.18.13 PM,12.25.37,0.07.24,0
2718,41,housemaid,single,secondary,0,2184,0,0,,19,jun,2,-1,0,,12.09.33 PM,12.11.04,0.01.31,0
2719,43,manullgement,single,tertiary,0,1696,1,0,cellular,26,aug,1,474,3,failure,3.27.56 AM,3.32.13,0.04.17,1
2721,73,retired,married,primary,0,508,0,0,cellular,9,mar,1,-1,0,,9.57.57 AM,10.00.53,0.02.56,1
2722,34,technician,single,secondary,0,52,0,0,cellular,19,aug,4,-1,0,,11.09.19 AM,11.10.49,0.01.30,0
2723,28,student,single,tertiary,0,682,1,0,cellular,29,jan,1,255,2,other,12.53.52 PM,12.59.48,0.05.56,0
2724,54,housemaid,married,secondary,0,962,1,0,cellular,29,oct,3,-1,0,,3.54.30 AM,3.59.18,0.04.48,1
2725,48,services,married,secondary,0,2409,1,0,cellular,24,jul,2,-1,0,,11.57.53 AM,12.06.46,0.08.53,0
2726,35,student,single,secondary,0,188,1,0,cellular,16,feb,3,200,5,failure,4.02.26 AM,4.03.41,0.01.15,1
2727,30,student,single,tertiary,0,-679,1,0,,23,may,3,-1,0,,3.21.37 AM,3.27.49,0.06.12,0
2728,29,admin.,single,tertiary,0,200,1,0,cellular,11,may,1,357,1,other,2.21.32 AM,2.24.47,0.03.15,0
